id,timestamp,sensor_val_a,sensor_val_b,pressure_psi,temp_c,efficiency,anomaly_detected
1357,2026-04-13 14:18:44,7.58,7.9,113.59,68.1,70.81,0
1358,2026-04-13 15:48:29,98.64,4.47,135.22,63.49,76.38,0
1359,2026-04-13 00:57:46,18.93,55.94,32.36,88.4,87.84,0
1360,2026-04-13 21:25:31,77.43,86.45,23.02,29.92,90.69,0
1361,2026-04-13 23:08:38,61.14,70.84,84.85,67.91,73.02,0
1362,2026-04-13 22:11:00,11.36,7.64,59.59,71.88,74.75,0
1363,2026-04-13 11:19:17,97.36,94.43,30.33,90.29,74.15,0
1364,2026-04-13 06:54:15,41.63,56.38,131.44,41.44,72.42,0
1365,2026-04-13 23:34:48,86.27,61.58,126.75,65.03,97.77,0
1366,2026-04-13 10:58:53,31.63,20.0,38.18,32.82,85.01,0
1367,2026-04-13 02:47:46,2.45,10.98,148.7,91.47,46.84,1
1368,2026-04-13 15:54:44,34.7,39.12,16.29,23.61,77.22,0
1369,2026-04-13 03:56:40,18.28,63.39,98.23,22.33,77.31,0
1370,2026-04-13 14:31:42,53.5,46.42,125.46,94.58,87.73,0
1371,2026-04-13 11:25:42,63.29,25.42,18.29,72.08,86.6,0
1372,2026-04-13 06:30:40,96.37,29.02,31.19,37.1,73.67,0
1373,2026-04-13 10:34:04,81.14,27.82,100.22,54.86,85.62,0
1374,2026-04-13 22:21:23,19.68,0.29,27.93,75.86,94.4,0
1375,2026-04-13 18:05:35,14.81,26.31,22.2,90.38,72.07,0
1376,2026-04-13 08:10:59,49.92,59.26,43.39,51.74,94.94,0
1377,2026-04-13 15:25:40,41.76,97.29,126.73,59.61,84.76,0
1378,2026-04-13 06:09:35,69.44,25.54,13.19,91.6,83.16,0
1379,2026-04-13 03:06:29,35.72,86.89,124.26,80.6,77.2,0
1380,2026-04-13 12:53:18,93.68,60.5,61.45,68.61,81.45,0
1381,2026-04-13 16:28:26,70.52,86.78,99.03,47.76,90.64,0
1382,2026-04-13 05:51:01,27.1,62.85,123.29,23.03,83.11,0
1383,2026-04-13 17:41:27,74.6,60.62,42.46,29.36,72.21,0
1384,2026-04-13 05:50:49,70.78,41.18,81.1,84.84,68.68,1
1385,2026-04-13 02:06:41,63.38,28.86,121.27,79.44,84.28,0
1386,2026-04-13 11:23:45,7.6,34.38,73.54,19.36,76.39,0
1387,2026-04-13 12:53:34,59.3,18.04,109.41,60.4,88.93,0
1388,2026-04-13 23:19:53,24.1,37.22,140.32,25.26,52.63,1
1389,2026-04-13 14:39:51,3.9,54.14,83.19,39.39,97.62,0
1390,2026-04-13 04:53:53,47.99,90.24,89.69,34.47,76.59,0
1391,2026-04-13 05:08:35,34.54,28.97,37.89,67.15,90.56,0
1392,2026-04-13 15:13:08,59.48,4.63,127.63,61.34,83.88,0
1393,2026-04-13 19:40:42,69.96,89.39,119.77,68.6,74.01,0
1394,2026-04-13 18:43:26,25.13,32.58,108.94,16.32,92.95,0
1395,2026-04-13 01:01:14,14.6,95.06,22.63,59.45,70.44,0
1396,2026-04-13 21:44:49,56.94,61.11,34.42,81.85,91.72,0
1397,2026-04-13 01:32:11,1.49,28.3,120.3,90.98,76.76,0
1398,2026-04-13 21:42:59,87.5,3.37,57.67,75.14,91.86,0
1399,2026-04-13 06:54:34,96.94,6.09,108.19,93.81,78.34,0
1400,2026-04-13 14:32:10,50.63,83.09,73.6,35.76,48.6,1
1401,2026-04-13 10:49:07,4.4,10.59,139.44,86.37,53.53,1
1402,2026-04-13 02:30:18,95.13,28.41,82.36,68.67,88.4,0
1403,2026-04-13 00:11:41,91.13,95.49,62.59,77.44,78.36,0
1404,2026-04-13 00:56:18,70.09,60.93,111.95,80.26,77.8,0
1405,2026-04-13 03:09:59,94.17,6.79,128.93,86.01,70.45,0
1406,2026-04-13 23:52:40,58.03,79.42,96.16,78.58,95.71,0
1407,2026-04-13 15:58:45,45.43,46.32,103.71,36.29,86.07,0
1408,2026-04-13 22:49:16,78.57,35.56,122.86,41.46,78.71,0
1409,2026-04-13 21:21:23,3.71,36.95,101.83,28.88,83.51,0
1410,2026-04-13 19:49:21,54.21,13.84,17.45,53.92,74.18,0
1411,2026-04-13 06:23:53,55.91,83.29,97.76,50.31,82.12,0
1412,2026-04-13 20:57:01,17.14,5.92,91.7,45.21,70.9,0
1413,2026-04-13 01:09:01,47.4,97.31,92.78,19.7,70.98,0
1414,2026-04-13 23:13:27,84.49,50.09,72.03,77.53,77.89,0
1415,2026-04-13 09:59:12,90.2,53.17,110.53,28.03,86.96,0
1416,2026-04-13 23:45:43,70.85,87.39,48.52,46.47,60.9,1
1417,2026-04-13 12:31:31,57.48,37.91,22.4,22.16,81.17,0
1418,2026-04-13 13:10:45,91.87,42.45,119.79,53.71,94.76,0
1419,2026-04-13 07:46:03,24.97,67.6,98.2,16.05,78.95,0
1420,2026-04-13 23:19:18,94.9,95.19,20.37,56.51,84.31,0
1421,2026-04-13 00:00:35,46.79,76.91,55.92,17.41,77.58,0
1422,2026-04-13 10:50:50,90.38,35.53,147.38,89.17,44.11,1
1423,2026-04-13 13:13:46,59.82,36.24,52.49,82.32,52.22,1
1424,2026-04-13 07:35:09,21.22,86.35,51.26,40.26,69.0,1
1425,2026-04-13 08:06:03,1.73,57.2,142.54,30.08,48.85,1
1426,2026-04-13 16:49:28,97.31,16.02,124.58,72.81,98.68,0
1427,2026-04-13 23:16:10,99.84,17.43,130.04,44.83,87.31,0
1428,2026-04-13 20:47:31,14.71,27.41,64.0,85.99,86.69,0
1429,2026-04-13 03:23:39,20.43,83.76,50.36,18.9,89.06,0
1430,2026-04-13 03:09:06,39.7,86.73,140.42,77.59,82.16,0
1431,2026-04-13 09:33:48,37.54,76.61,36.09,47.51,87.64,0
1432,2026-04-13 02:01:27,51.52,47.1,86.88,74.87,79.74,0
1433,2026-04-13 11:18:27,53.37,41.75,149.95,47.12,89.7,0
1434,2026-04-13 10:35:12,26.51,40.23,125.57,61.49,78.45,0
1435,2026-04-13 09:32:19,77.17,53.88,139.43,19.16,70.43,0
1436,2026-04-13 04:31:34,90.74,7.11,54.82,28.44,90.81,0
1437,2026-04-13 20:52:33,76.61,23.01,112.5,38.19,90.44,0
1438,2026-04-13 14:18:23,5.11,58.96,25.96,56.36,83.47,0
1439,2026-04-13 18:48:52,53.67,49.1,48.66,90.06,70.18,0
1440,2026-04-13 15:44:08,2.31,88.74,121.57,77.55,90.84,0
1441,2026-04-13 21:06:17,74.85,83.28,78.23,29.33,87.99,0
1442,2026-04-13 00:25:22,89.08,2.67,56.81,20.78,85.16,0
1443,2026-04-13 02:18:54,76.61,20.47,137.55,87.28,56.63,1
1444,2026-04-13 18:53:17,15.88,84.98,82.01,86.34,96.17,0
1445,2026-04-13 01:46:06,55.81,19.0,92.93,85.77,76.6,0
1446,2026-04-13 05:00:09,25.26,97.51,139.39,78.87,43.31,1
1447,2026-04-13 08:07:18,64.81,74.27,50.73,18.22,76.76,0
1448,2026-04-13 04:59:33,9.91,44.83,132.52,85.24,58.14,1
1449,2026-04-13 08:28:13,1.91,87.25,56.97,83.35,92.66,0
1450,2026-04-13 18:07:07,52.96,12.7,64.8,50.78,73.34,0
1451,2026-04-13 19:12:31,23.16,58.98,97.8,74.59,96.52,0
1452,2026-04-13 01:54:48,78.88,41.95,55.71,79.21,79.38,0
1453,2026-04-13 16:47:56,56.7,66.83,119.73,79.67,82.33,0
1454,2026-04-13 05:50:14,82.09,33.11,110.26,54.29,92.12,0
1455,2026-04-13 00:28:20,73.53,18.47,93.6,33.52,85.94,0
1456,2026-04-13 12:20:31,0.21,42.49,91.97,78.77,82.5,0
1457,2026-04-13 19:21:55,15.57,64.59,88.59,17.77,71.64,0
1458,2026-04-13 10:21:09,79.76,70.15,148.59,32.63,72.33,0
1459,2026-04-13 21:09:50,89.57,2.16,77.52,76.46,98.64,0
1460,2026-04-13 04:09:25,5.99,80.24,95.74,52.44,91.89,0
1461,2026-04-13 03:05:08,78.46,23.03,98.1,76.59,94.28,0
1462,2026-04-13 17:43:34,80.47,58.42,24.03,60.55,87.53,0
1463,2026-04-13 11:15:09,11.18,77.07,26.33,27.49,72.47,0
1464,2026-04-13 03:23:08,19.09,82.95,55.89,38.4,82.48,0
1465,2026-04-13 06:55:13,7.12,75.28,137.97,28.3,91.61,0
1466,2026-04-13 13:45:37,39.13,41.6,149.67,83.99,82.1,0
1467,2026-04-13 04:45:31,14.09,69.06,15.8,71.38,74.93,0
1468,2026-04-13 12:20:09,86.96,67.09,149.57,65.96,78.51,0
1469,2026-04-13 16:17:46,7.43,0.3,118.2,33.65,70.79,0
1470,2026-04-13 16:04:03,8.48,69.92,112.41,59.09,90.6,0
1471,2026-04-13 19:25:20,17.0,5.12,115.77,59.68,98.21,0
1472,2026-04-13 07:03:46,93.68,8.25,35.67,62.33,95.32,0
1473,2026-04-13 22:29:35,7.9,64.51,78.42,36.77,90.28,0
1474,2026-04-13 13:05:16,25.34,55.6,23.12,63.36,73.47,0
1475,2026-04-13 01:41:24,54.66,57.44,62.3,39.84,89.71,0
1476,2026-04-13 04:09:42,8.98,9.09,17.57,29.18,73.01,0
1477,2026-04-13 10:52:32,44.9,42.4,12.65,52.83,74.69,0
1478,2026-04-13 06:34:07,50.35,35.15,108.16,36.24,88.19,0
1479,2026-04-13 12:50:38,86.5,26.44,21.67,49.99,47.63,1
1480,2026-04-13 02:11:55,64.27,72.59,67.61,17.45,87.95,0
1481,2026-04-13 17:53:36,60.27,15.31,23.33,70.59,72.27,0
1482,2026-04-13 19:29:58,35.67,87.48,47.28,17.79,95.37,0
1483,2026-04-13 18:02:15,82.05,13.54,72.14,43.4,96.56,0
1484,2026-04-13 22:05:04,33.94,81.78,79.57,70.79,77.94,0
1485,2026-04-13 21:57:57,44.18,85.96,89.96,59.35,73.94,0
1486,2026-04-13 22:10:40,93.55,31.05,68.28,74.43,87.88,0
1487,2026-04-13 11:28:43,59.4,44.37,72.46,44.33,85.88,0
1488,2026-04-13 05:23:31,5.93,57.96,48.24,70.34,86.66,0
1489,2026-04-13 07:18:27,22.44,64.56,77.46,45.41,94.03,0
1490,2026-04-13 05:42:28,63.23,81.8,80.71,80.69,83.59,0
1491,2026-04-13 06:55:36,31.26,13.75,71.56,87.77,89.55,0
1492,2026-04-13 08:02:08,98.62,19.36,50.8,43.7,47.28,1
1493,2026-04-13 19:27:29,47.65,36.66,73.43,63.56,80.67,0
1494,2026-04-13 17:52:44,42.87,95.32,109.17,93.1,76.08,0
1495,2026-04-13 02:03:19,85.15,83.73,20.58,91.7,95.4,0
1496,2026-04-13 15:19:46,66.85,61.52,101.36,54.16,73.57,0
1497,2026-04-13 14:13:56,40.59,1.03,17.61,38.47,67.23,1
1498,2026-04-13 22:10:15,75.01,72.92,18.27,78.29,70.01,0
1499,2026-04-13 00:48:05,71.53,89.26,104.98,41.61,79.34,0
1500,2026-04-13 22:48:06,61.12,69.45,67.94,20.8,71.05,0
1501,2026-04-13 04:18:47,94.24,69.02,27.54,78.29,71.78,0
1502,2026-04-13 02:46:05,50.38,18.06,11.57,61.03,85.41,0
1503,2026-04-13 02:14:07,44.43,54.14,27.43,21.91,90.55,0
1504,2026-04-13 03:21:20,48.3,76.12,107.4,63.72,92.56,0
1505,2026-04-13 18:38:58,54.89,17.3,108.9,64.58,72.95,0
1506,2026-04-13 05:58:36,27.39,70.18,73.33,37.8,88.86,0
1507,2026-04-13 18:59:04,83.17,91.67,139.04,20.04,85.47,0
1508,2026-04-13 20:30:17,76.91,1.86,85.97,28.84,97.57,0
1509,2026-04-13 18:19:17,86.76,57.88,130.65,92.01,64.6,1
1510,2026-04-13 06:49:33,22.72,21.76,60.37,39.52,72.87,0
1511,2026-04-13 13:49:15,63.39,5.67,112.26,90.39,93.73,0
1512,2026-04-13 12:09:19,59.34,7.22,142.63,67.75,74.48,0
1513,2026-04-13 04:57:19,31.62,10.5,66.59,63.04,41.84,1
1514,2026-04-13 23:09:33,64.72,72.62,144.31,64.33,84.27,0
1515,2026-04-13 22:19:03,10.27,32.52,37.51,78.37,74.47,0
1516,2026-04-13 16:38:00,54.92,1.84,108.67,36.92,83.12,0
1517,2026-04-13 13:43:17,92.6,79.37,85.53,25.67,76.19,0
1518,2026-04-13 20:31:30,89.81,68.94,134.06,49.25,88.71,0
1519,2026-04-13 05:02:26,86.17,62.91,26.7,53.54,72.41,0
1520,2026-04-13 02:25:14,99.66,12.64,44.76,39.93,93.22,0
1521,2026-04-13 19:42:36,6.17,48.23,50.34,26.38,41.69,1
1522,2026-04-13 17:57:55,80.86,52.42,71.55,39.28,87.62,0
1523,2026-04-13 11:29:41,57.95,28.24,134.03,85.92,47.63,1
1524,2026-04-13 01:34:44,46.93,59.63,15.74,83.24,81.26,0
1525,2026-04-13 23:15:03,86.76,74.52,37.2,52.05,76.74,0
1526,2026-04-13 03:39:45,57.0,83.01,86.66,73.84,71.02,0
1527,2026-04-13 07:55:54,13.28,13.76,74.29,67.35,84.77,0
1528,2026-04-13 03:14:57,35.23,69.19,26.73,76.39,82.81,0
1529,2026-04-13 17:13:10,95.72,15.84,62.25,38.81,78.59,0
1530,2026-04-13 00:59:17,22.01,63.4,108.1,69.65,70.58,0
1531,2026-04-13 12:53:25,81.45,90.96,66.03,71.0,83.43,0
1532,2026-04-13 10:13:35,38.68,96.32,141.66,44.05,79.01,0
1533,2026-04-13 16:56:24,93.08,7.58,65.25,19.87,70.91,0
1534,2026-04-13 16:55:27,66.3,49.08,37.7,22.74,89.53,0
1535,2026-04-13 00:01:28,71.45,9.85,88.27,46.59,76.85,0
1536,2026-04-13 08:40:03,9.53,45.91,121.88,51.78,85.6,0
1537,2026-04-13 00:16:00,60.56,74.44,23.18,60.02,86.92,0
1538,2026-04-13 18:49:24,55.92,94.68,72.62,37.64,94.57,0
1539,2026-04-13 21:12:22,74.44,90.66,62.25,58.0,97.79,0
1540,2026-04-13 05:03:36,15.47,69.03,127.71,91.62,79.62,0
1541,2026-04-13 03:35:26,69.37,21.46,121.65,63.76,78.77,0
1542,2026-04-13 07:11:04,22.15,4.68,96.68,91.6,82.01,0
1543,2026-04-13 09:25:38,75.32,39.83,52.57,23.96,79.35,0
1544,2026-04-13 20:09:38,7.12,7.15,42.34,65.0,94.28,0
1545,2026-04-13 07:58:34,93.31,78.18,11.59,71.58,84.95,0
1546,2026-04-13 14:25:56,44.71,46.93,43.98,78.75,90.9,0
1547,2026-04-13 07:54:22,82.29,41.45,60.92,41.05,88.54,0
1548,2026-04-13 15:25:43,24.45,32.63,63.94,24.24,89.19,0
1549,2026-04-13 00:05:21,92.75,65.83,35.33,84.31,81.11,0
1550,2026-04-13 22:05:58,31.07,84.94,16.35,52.34,86.22,0
1551,2026-04-13 21:03:48,27.88,63.98,110.25,83.4,96.99,0
1552,2026-04-13 07:24:01,61.52,93.69,120.7,80.63,87.63,0
1553,2026-04-13 04:09:59,7.38,65.48,111.57,45.31,90.55,0
1554,2026-04-13 18:59:13,33.49,61.46,51.77,26.98,90.45,0
1555,2026-04-13 08:13:47,39.75,70.57,127.59,60.87,98.73,0
1556,2026-04-13 05:09:51,23.54,32.44,102.19,22.66,98.91,0
1557,2026-04-13 11:19:43,19.75,65.0,137.6,46.6,94.41,0
1558,2026-04-13 23:55:14,25.43,75.04,50.95,28.49,42.06,1
1559,2026-04-13 04:14:07,83.88,57.94,57.32,36.9,86.15,0
1560,2026-04-13 01:52:22,13.09,98.6,23.59,69.63,92.47,0
1561,2026-04-13 11:51:32,25.45,89.85,21.25,44.69,77.85,0
1562,2026-04-13 21:59:33,68.08,36.14,143.82,27.49,97.09,0
1563,2026-04-13 14:48:17,99.24,79.49,121.52,74.32,85.24,0
1564,2026-04-13 18:25:02,65.54,2.02,85.31,54.82,75.98,0
1565,2026-04-13 19:08:15,86.42,12.6,23.37,48.5,91.98,0
1566,2026-04-13 07:58:27,87.17,90.54,20.62,83.83,85.01,0
1567,2026-04-13 19:44:47,52.64,38.57,64.93,76.84,96.58,0
1568,2026-04-13 06:25:16,65.46,58.52,111.02,36.34,88.85,0
1569,2026-04-13 15:33:19,0.47,34.54,28.52,94.59,91.53,0
1570,2026-04-13 21:38:32,69.3,59.08,58.71,18.32,93.3,0
1571,2026-04-13 11:47:30,35.08,66.05,73.71,38.75,80.18,0
1572,2026-04-13 14:21:50,83.36,14.49,53.41,35.06,87.52,0
1573,2026-04-13 02:05:42,84.43,13.39,35.28,46.88,84.59,0
1574,2026-04-13 22:35:09,99.14,23.04,90.73,16.96,91.04,0
1575,2026-04-13 07:26:20,13.25,61.28,39.68,75.04,75.46,0
1576,2026-04-13 08:01:46,62.02,27.15,135.76,72.99,79.29,0
1577,2026-04-13 21:17:23,32.64,7.06,118.49,82.97,87.09,0
1578,2026-04-13 06:41:38,16.59,52.32,42.13,26.51,71.46,0
1579,2026-04-13 01:23:39,66.64,81.41,24.31,54.12,82.21,0
1580,2026-04-13 14:01:19,64.15,35.99,118.2,39.91,82.34,0
1581,2026-04-13 17:34:34,83.24,81.28,61.82,89.89,86.84,0
1582,2026-04-13 16:36:18,52.5,80.02,16.92,67.69,94.0,0
1583,2026-04-13 14:50:43,72.06,52.96,133.58,86.54,59.19,1
1584,2026-04-13 06:35:13,38.06,62.9,92.67,79.27,76.24,0
1585,2026-04-13 03:30:54,36.84,76.19,70.47,75.17,88.85,0
1586,2026-04-13 05:52:16,73.95,75.67,56.44,90.8,80.98,0
1587,2026-04-13 18:58:02,56.24,80.81,147.64,75.07,83.75,0
1588,2026-04-13 07:24:46,45.45,79.86,114.52,34.22,68.65,1
1589,2026-04-13 18:45:57,62.17,49.1,148.03,26.22,81.76,0
1590,2026-04-13 19:52:02,85.26,33.0,97.04,56.31,87.1,0
1591,2026-04-13 16:31:07,56.48,19.18,97.31,82.91,92.39,0
1592,2026-04-13 12:12:56,21.57,21.96,67.55,41.41,95.06,0
1593,2026-04-13 03:34:21,33.3,55.34,144.03,17.53,94.37,0
1594,2026-04-13 18:01:04,38.46,78.25,25.37,78.57,96.89,0
1595,2026-04-13 06:54:49,81.33,10.73,11.27,15.85,76.46,0
1596,2026-04-13 06:08:16,28.78,62.41,131.38,87.58,50.04,1
1597,2026-04-13 02:52:38,73.04,77.9,15.13,81.98,77.8,0
1598,2026-04-13 03:18:20,90.98,57.78,76.5,43.01,80.98,0
1599,2026-04-13 17:18:32,27.99,49.96,113.2,43.55,74.15,0
1600,2026-04-13 04:03:30,61.92,78.17,84.05,61.92,94.19,0
1601,2026-04-13 02:43:07,88.89,45.04,32.08,38.31,82.68,0
1602,2026-04-13 05:11:23,18.52,27.9,58.71,43.32,96.45,0
1603,2026-04-13 14:19:22,54.9,51.67,139.31,41.04,78.57,0
1604,2026-04-13 17:01:46,5.37,29.28,83.03,52.23,85.51,0
1605,2026-04-13 03:23:02,76.92,70.31,62.35,73.32,93.94,0
1606,2026-04-13 06:26:17,75.95,32.07,51.64,71.72,83.3,0
1607,2026-04-13 04:36:14,26.28,24.97,126.56,88.53,85.3,0
1608,2026-04-13 07:49:41,74.56,15.69,37.98,86.68,79.14,0
1609,2026-04-13 16:03:56,16.49,69.5,10.56,29.82,80.04,0
1610,2026-04-13 09:23:01,97.38,50.23,13.28,88.95,95.42,0
1611,2026-04-13 22:13:52,10.91,62.41,97.27,70.0,80.92,0
1612,2026-04-13 12:19:26,91.58,0.64,92.36,60.54,76.45,0
1613,2026-04-13 13:38:34,20.07,52.83,29.65,47.96,96.51,0
1614,2026-04-13 00:43:28,78.02,18.81,52.52,45.33,93.44,0
1615,2026-04-13 20:42:15,65.59,75.16,37.52,64.84,87.25,0
1616,2026-04-13 02:04:34,65.84,17.12,101.35,24.31,91.24,0
1617,2026-04-13 23:25:21,59.11,44.75,38.82,36.93,97.3,0
1618,2026-04-13 15:46:45,73.31,46.12,50.32,33.95,86.67,0
1619,2026-04-13 17:22:01,21.19,79.83,30.4,19.47,94.52,0
1620,2026-04-13 14:20:35,34.57,96.3,105.97,89.63,88.41,0
1621,2026-04-13 21:42:10,13.04,60.22,55.77,24.02,87.0,0
1622,2026-04-13 20:32:26,14.24,54.41,95.09,59.46,87.35,0
1623,2026-04-13 17:22:30,98.06,52.87,52.84,26.58,94.22,0
1624,2026-04-13 17:11:32,13.76,37.2,133.72,36.4,92.07,0
1625,2026-04-13 10:47:02,80.11,46.05,30.81,86.77,95.09,0
1626,2026-04-13 14:44:04,80.97,34.4,72.75,28.35,93.48,0
1627,2026-04-13 15:26:50,62.8,60.91,97.65,81.96,70.35,0
1628,2026-04-13 17:56:57,27.84,23.26,80.98,33.72,65.08,1
1629,2026-04-13 06:43:56,47.92,62.8,90.23,23.59,94.36,0
1630,2026-04-13 05:43:33,69.96,60.31,58.67,16.41,78.95,0
1631,2026-04-13 03:09:43,13.74,82.23,74.39,56.21,73.32,0
1632,2026-04-13 13:59:28,40.15,43.54,138.68,60.55,78.53,0
1633,2026-04-13 14:29:55,42.59,41.59,89.45,80.05,77.14,0
1634,2026-04-13 09:19:46,76.77,43.22,142.63,71.85,98.67,0
1635,2026-04-13 00:46:29,89.54,73.01,89.93,21.84,90.94,0
1636,2026-04-13 06:07:07,28.8,7.87,51.21,42.53,71.18,0
1637,2026-04-13 02:39:34,16.65,4.11,123.07,82.18,90.59,0
1638,2026-04-13 02:41:00,16.24,78.81,103.79,74.25,88.84,0
1639,2026-04-13 04:44:11,94.86,32.97,68.29,21.02,84.89,0
1640,2026-04-13 00:36:34,16.38,71.03,89.37,80.95,93.7,0
1641,2026-04-13 15:17:17,69.96,32.3,38.54,71.11,77.3,0
1642,2026-04-13 17:41:01,4.98,39.66,130.17,43.38,97.62,0
1643,2026-04-13 10:27:50,8.41,35.28,118.05,25.6,74.69,0
1644,2026-04-13 17:40:37,93.24,72.46,39.24,20.08,80.99,0
1645,2026-04-13 20:44:27,98.34,71.52,85.62,21.88,96.52,0
1646,2026-04-13 10:26:07,71.6,98.73,44.8,17.93,95.19,0
1647,2026-04-13 12:55:36,55.56,93.14,88.42,69.75,85.34,0
1648,2026-04-13 11:17:33,79.54,64.67,125.54,48.63,73.99,0
1649,2026-04-13 04:33:54,9.86,93.68,39.28,25.72,70.87,0
1650,2026-04-13 22:19:29,71.34,19.33,43.68,93.64,76.51,0
1651,2026-04-13 08:32:52,71.67,7.97,94.08,82.35,95.11,0
1652,2026-04-13 00:36:58,2.1,27.53,67.23,34.58,97.62,0
1653,2026-04-13 22:20:27,83.48,72.06,35.97,16.39,96.17,0
1654,2026-04-13 11:44:30,33.99,37.88,17.42,92.26,98.61,0
1655,2026-04-13 04:32:08,61.62,63.19,26.06,24.19,84.05,0
1656,2026-04-13 23:20:33,76.08,62.88,115.54,78.46,83.73,0
1657,2026-04-13 10:56:17,98.67,46.16,107.87,32.08,96.56,0
1658,2026-04-13 17:44:22,17.5,92.5,136.83,32.52,81.82,0
1659,2026-04-13 03:43:22,8.37,34.06,69.23,61.0,73.29,0
1660,2026-04-13 23:35:05,9.19,99.12,83.69,85.95,97.78,0
1661,2026-04-13 07:38:26,94.36,74.91,143.49,40.47,73.13,0
1662,2026-04-13 19:36:40,30.48,9.41,119.24,52.14,52.32,1
1663,2026-04-13 18:52:47,79.28,98.41,53.71,60.75,79.12,0
1664,2026-04-13 08:25:28,31.85,71.43,29.05,76.72,85.6,0
1665,2026-04-13 03:19:11,31.79,34.74,32.58,42.39,70.95,0
1666,2026-04-13 18:25:27,26.01,35.3,114.5,26.15,97.22,0
1667,2026-04-13 12:08:09,14.03,36.36,87.61,83.48,74.16,0
1668,2026-04-13 13:21:45,6.71,69.79,83.85,51.08,81.18,0
1669,2026-04-13 17:54:46,88.53,41.43,77.73,85.44,74.24,0
1670,2026-04-13 06:32:46,68.57,66.84,128.3,28.57,84.7,0
1671,2026-04-13 08:40:56,26.02,60.88,22.31,94.14,70.37,0
1672,2026-04-13 17:15:41,13.78,18.47,26.6,54.29,74.04,0
1673,2026-04-13 22:41:06,48.8,24.98,24.74,85.33,98.78,0
1674,2026-04-13 01:46:00,97.97,30.25,105.77,26.72,95.94,0
1675,2026-04-13 01:21:53,38.6,4.65,25.21,57.35,72.88,0
1676,2026-04-13 08:30:41,56.11,70.86,93.89,30.18,98.92,0
1677,2026-04-13 04:47:47,86.77,35.82,81.26,89.96,78.03,0
1678,2026-04-13 01:12:17,33.91,88.25,102.73,76.87,87.9,0
1679,2026-04-13 15:56:01,21.03,97.75,67.28,15.17,84.97,0
1680,2026-04-13 02:51:14,28.42,95.5,129.06,70.34,85.76,0
1681,2026-04-13 16:22:19,99.3,6.18,122.5,92.07,98.21,0
1682,2026-04-13 18:19:17,20.23,26.41,43.39,46.82,91.34,0
1683,2026-04-13 04:23:05,73.14,85.64,145.23,36.32,94.74,0
1684,2026-04-13 12:45:23,16.67,38.33,120.68,18.76,87.46,0
1685,2026-04-13 00:28:03,74.87,57.37,100.14,17.66,83.18,0
1686,2026-04-13 11:35:47,79.95,43.48,67.6,45.16,76.4,0
1687,2026-04-13 06:57:31,54.0,12.06,26.91,56.11,87.55,0
1688,2026-04-13 09:20:58,87.01,12.44,34.46,74.5,87.26,0
1689,2026-04-13 14:42:31,12.58,21.38,82.22,84.24,71.81,0
1690,2026-04-13 15:12:05,36.71,28.99,113.4,77.35,70.63,0
1691,2026-04-13 22:36:10,53.92,50.14,107.0,57.75,86.27,0
1692,2026-04-13 13:51:04,66.02,79.42,84.52,57.68,87.33,0
1693,2026-04-13 10:02:46,3.3,97.83,114.1,27.8,84.34,0
1694,2026-04-13 07:34:46,94.21,54.14,43.49,85.89,95.2,0
1695,2026-04-13 14:16:48,46.93,8.9,16.46,90.32,70.56,0
1696,2026-04-13 17:32:24,29.08,99.9,33.36,42.5,80.75,0
1697,2026-04-13 08:42:18,66.89,5.99,102.86,54.47,87.8,0
1698,2026-04-13 13:25:00,31.8,10.61,82.57,24.26,90.82,0
1699,2026-04-13 15:18:10,95.36,95.34,78.8,38.72,78.58,0
1700,2026-04-13 13:37:51,98.75,50.42,31.55,72.4,88.58,0
1701,2026-04-13 19:51:54,48.5,73.4,83.56,81.84,72.78,0
1702,2026-04-13 08:39:24,13.57,88.49,129.81,38.68,88.65,0
1703,2026-04-13 23:52:22,35.11,87.62,23.12,27.06,82.04,0
1704,2026-04-13 11:50:00,71.79,81.54,99.02,67.96,77.58,0
1705,2026-04-13 12:55:52,35.87,1.49,121.24,15.04,70.33,0
1706,2026-04-13 16:25:06,40.99,29.78,70.0,84.06,72.72,0
1707,2026-04-13 09:36:42,0.35,59.23,82.36,46.47,82.9,0
1708,2026-04-13 23:01:09,64.37,23.86,124.15,94.81,93.81,0
1709,2026-04-13 15:10:03,59.8,45.68,74.68,90.38,75.83,0
1710,2026-04-13 04:19:48,65.32,47.01,144.65,65.54,71.73,0
1711,2026-04-13 02:23:17,91.45,78.65,90.02,87.06,86.71,0
1712,2026-04-13 22:39:11,96.57,79.4,88.99,35.75,89.19,0
1713,2026-04-13 10:22:00,20.12,28.16,110.03,74.89,70.94,0
1714,2026-04-13 04:39:35,79.19,32.82,75.09,64.36,98.88,0
1715,2026-04-13 09:43:44,75.59,96.3,91.94,78.59,87.77,0
1716,2026-04-13 17:39:33,68.12,11.55,97.12,92.15,71.14,0
1717,2026-04-13 05:05:41,53.44,33.88,78.36,83.57,75.02,0
1718,2026-04-13 17:22:09,22.57,79.47,42.19,17.92,74.25,0
1719,2026-04-13 02:56:34,45.51,96.55,70.58,88.04,82.62,0
1720,2026-04-13 02:33:37,30.24,26.3,143.88,74.45,96.38,0
1721,2026-04-13 01:34:19,69.63,50.42,52.62,87.06,71.53,0
1722,2026-04-13 21:13:16,48.65,4.07,62.33,51.94,81.17,0
1723,2026-04-13 15:28:10,58.36,46.25,138.34,87.66,61.78,1
